StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,Q219_First Click,Q219_Last Click,Q219_Page Submit,Q219_Click Count,vA_sue_AV_1,vB_mnfctr_sue_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,vA_sue_1,vB_mnfctr_sue_1,vB_driver_sue_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,cruise_familiarity,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,trust_scale_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2024-05-09 09:16:38,2024-05-09 09:22:45,0,24.143.24.39,100,366,1,2024-05-09 09:22:45,R_2X0HT2eOIumECzf,,,,,42.0595,-104.1911,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,0,0,85.088,0,0,0,0,100,100,100,2,1,2,0,1,,58,3,,FL_40,Q241|av_trust_1|av_trust_4|av_trust_2|av_trust_3|av_trust_5,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:18:59,2024-05-09 09:22:48,0,24.250.50.169,100,228,1,2024-05-09 09:22:49,R_1CjpMyCf4zpsST3,,,,,41.5317,-72.7949,anonymous,EN,1,2,2,61,70,77,57,32,0,0,34.4,0,93,10,89,56,36,,,,,,,,,,,1,1,2,35,1,,42,3,,FL_39,Q241|av_trust_1|av_trust_3|av_trust_4|av_trust_5|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:18:41,2024-05-09 09:22:53,0,209.114.5.121,100,252,1,2024-05-09 09:22:54,R_5TnLvCsa7MZnSRc,,,,,37.751,-97.822,anonymous,EN,1,2,2,23,24,20,71,90,,,,,,,,,,0,0,12.536,0,92,90,89,81,82,80,2,2,1,0,1,,29,4,,FL_40,Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_5|av_trust_3,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:14:40,2024-05-09 09:22:54,0,174.179.53.237,100,494,1,2024-05-09 09:22:54,R_5pXVT1vUyR2bIjR,,,,,38.3761,-77.5298,anonymous,EN,1,2,2,30,30,40,20,80,0,0,47.37,0,100,10,100,10,10,,,,,,,,,,,1,1,2,60,1,,53,4,,FL_39,Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:21:10,2024-05-09 09:23:10,0,216.170.122.234,100,119,1,2024-05-09 09:23:11,R_5ZCv8wO2VByZeXn,,,,,37.751,-97.822,anonymous,EN,1,2,2,55,63,58,63,62,0,0,6.278,0,64,58,59,59,65,,,,,,,,,,,1,2,1,57,2,,33,6,,FL_39,Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:20:08,2024-05-09 09:23:32,0,64.92.2.136,100,204,1,2024-05-09 09:23:33,R_5I71ciKkpZx3x1f,,,,,29.7388,-95.8309,anonymous,EN,1,2,2,80,87,82,78,90,,,,,,,,,,0,0,4.93,0,89,83,87,82,79,82,1,1,1,78,1,,32,4,,FL_40,Q241|av_trust_4|av_trust_1|av_trust_2|av_trust_3|av_trust_5,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:15:22,2024-05-09 09:23:52,0,74.96.19.63,100,510,1,2024-05-09 09:23:53,R_1ffGJnhUhXipDT9,,,,,38.4555,-77.4326,anonymous,EN,1,2,2,9,9,10,9,100,,,,,,,,,,0,0,108.551,0,100,8,9,72,76,19,2,1,2,1,1,,63,7,,FL_40,Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:21:43,2024-05-09 09:24:04,0,199.67.111.140,100,141,1,2024-05-09 09:24:05,R_3pbASjXZRdhb8VD,,,,,37.751,-97.822,anonymous,EN,1,2,2,69,40,76,76,39,,,,,,,,,,0,0,8.03,0,55,74,80,58,74,75,1,2,1,39,1,,33,4,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_4|av_trust_5|av_trust_2,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:18:49,2024-05-09 09:24:12,0,172.56.177.71,100,322,1,2024-05-09 09:24:12,R_59rxwgsu0aJQz4d,,,,,34.0472,-117.4731,anonymous,EN,1,2,2,0,5,0,0,95,,,,,,,,,,0,0,62.011,0,100,0,0,100,0,0,2,1,2,20,2,,37,4,,FL_40,Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_1|av_trust_4,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:20:48,2024-05-09 09:24:35,0,63.113.28.71,100,227,1,2024-05-09 09:24:36,R_10OVMheWhZG9lmb,,,,,39.7536,-86.1935,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:24:15,2024-05-09 09:25:03,0,68.202.225.23,100,47,1,2024-05-09 09:25:03,R_51wAe84SnATRNjr,,,,,28.2733,-81.1999,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:24:51,2024-05-09 09:25:07,0,71.221.9.245,100,16,1,2024-05-09 09:25:08,R_7Pqa3x2uuHMDHD0,,,,,31.0065,-97.8406,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:24:39,2024-05-09 09:25:12,0,63.113.28.71,100,32,1,2024-05-09 09:25:13,R_2oAoajaYDXm8LvT,,,,,39.7536,-86.1935,anonymous,EN,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:20:16,2024-05-09 09:25:19,0,104.245.151.23,100,302,1,2024-05-09 09:25:20,R_5JqSgLyPP8KzpBE,,,,,33.4632,-86.7874,anonymous,EN,1,2,2,50,70,60,60,35,0,0,37.74,0,0,0,40,20,0,,,,,,,,,,,1,1,2,0,1,,37,6,,FL_39,Q241|av_trust_3|av_trust_4|av_trust_2|av_trust_5|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:23:18,2024-05-09 09:25:29,0,167.94.81.159,100,130,1,2024-05-09 09:25:29,R_1k0RFdMqeAwewiT,,,,,40.7876,-74.06,anonymous,EN,1,2,2,85,73,70,94,16,0,0,5.394,0,28,73,70,74,74,,,,,,,,,,,2,2,1,72,2,,42,4,,FL_39,Q241|av_trust_4|av_trust_2|av_trust_1|av_trust_3|av_trust_5,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:23:37,2024-05-09 09:25:34,0,165.225.57.175,100,117,1,2024-05-09 09:25:35,R_5B51DwdM9DoDMKe,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,0,0,3.539,0,61,62,61,53,69,82,1,1,2,58,1,,33,5,,FL_40,Q241|av_trust_5|av_trust_1|av_trust_3|av_trust_4|av_trust_2,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:22:36,2024-05-09 09:25:49,0,212.116.254.170,100,193,1,2024-05-09 09:25:50,R_3e4ZYzeUpX3Z48E,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,65,82,88,89,65,,,,,,,,,,0,0,6.075,0,91,68,92,90,97,86,1,1,1,82,2,,44,4,,FL_40,Q241|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1,,,Q90|vA_sue|vB_driver_sue|vB_mnfctr_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:17:40,2024-05-09 09:25:54,0,108.232.47.212,100,493,1,2024-05-09 09:25:55,R_1VFZBHsEutqDfcl,,,,,36.3725,-96.0117,anonymous,EN,1,2,2,8,55,9,14,91,,,,,,,,,,0,0,68.467,0,39,61,60,65,67,34,1,1,1,69,1,,40,1,,FL_40,Q241|av_trust_5|av_trust_4|av_trust_1|av_trust_3|av_trust_2,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
2024-05-09 09:18:52,2024-05-09 09:25:59,0,173.187.4.123,100,426,1,2024-05-09 09:25:59,R_53poRkX5le9AYtr,,,,,34.9178,-80.718,anonymous,EN,1,2,2,50,60,24,0,25,0,0,75.303,0,91,26,100,10,10,,,,,,,,,,,1,1,2,30,2,,54,2,,FL_39,Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:21:16,2024-05-09 09:26:01,0,173.63.26.50,100,284,1,2024-05-09 09:26:01,R_7FLm90T5bgYjPkQ,,,,,40.7787,-74.6003,anonymous,EN,1,2,2,10,20,0,10,90,,,,,,,,,,4.862,4.862,50.568,1,100,100,100,95,71,70,1,1,1,70,1,,51,5,,FL_40,Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_5|av_trust_4,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:22:52,2024-05-09 09:26:08,0,68.97.170.57,100,196,1,2024-05-09 09:26:09,R_39sOuJkK1oNagQl,,,,,35.4834,-97.6315,anonymous,EN,1,2,2,0,5,0,0,100,,,,,,,,,,23.972,24.08,32.448,2,60,0,0,65,10,0,2,1,2,10,2,,34,3,,FL_40,Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_5|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:23:11,2024-05-09 09:26:15,0,107.143.185.206,100,183,1,2024-05-09 09:26:16,R_1flYEQcsLN45CcF,,,,,35.4557,-84.6026,anonymous,EN,1,2,2,25,25,0,50,75,0,0,24.529,0,100,0,100,75,0,,,,,,,,,,,1,1,2,50,1,,41,4,,FL_39,Q241|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:18:31,2024-05-09 09:26:24,0,24.216.55.104,100,473,1,2024-05-09 09:26:25,R_58FaBKGlAG2uL5v,,,,,34.0389,-84.3826,anonymous,EN,1,2,2,70,69,72,66,35,,,,,,,,,,0,0,126.502,0,8,0,0,60,61,41,2,1,2,10,1,,39,6,,FL_40,Q241|av_trust_3|av_trust_5|av_trust_2|av_trust_4|av_trust_1,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:22:49,2024-05-09 09:26:26,0,24.21.113.27,100,216,1,2024-05-09 09:26:26,R_7Olwk03v0LSIy1b,,,,,45.5472,-122.6417,anonymous,EN,1,2,2,71,67,71,71,50,0,0,67.413,0,100,19,100,25,13,,,,,,,,,,,1,1,2,50,1,,43,5,,FL_39,Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:23:48,2024-05-09 09:26:30,0,75.7.0.173,100,162,1,2024-05-09 09:26:31,R_1CGTgFawy2UnOiI,,,,,37.3773,-122.0194,anonymous,EN,1,2,2,50,50,50,50,61,,,,,,,,,,0,0,36.378,0,50,50,50,31,74,29,2,1,2,19,2,,26,5,,FL_40,Q241|av_trust_2|av_trust_1|av_trust_5|av_trust_4|av_trust_3,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:22:29,2024-05-09 09:26:31,0,174.60.66.233,100,242,1,2024-05-09 09:26:32,R_2kXLPJ5SZCxMnqZ,,,,,39.9984,-76.5224,anonymous,EN,1,2,2,20,22,43,27,78,54.948,54.948,56.133,1,82,37,99,35,64,,,,,,,,,,,1,1,2,43,2,,25,3,,FL_39,Q241|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:23:27,2024-05-09 09:26:32,0,174.74.161.30,100,185,1,2024-05-09 09:26:32,R_5qDUsHkZMUHZOIR,,,,,33.5645,-111.8901,anonymous,EN,1,2,2,0,0,0,0,100,0,0,30.874,0,100,100,100,100,100,,,,,,,,,,,1,1,2,10,1,,41,6,,FL_39,Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:20:37,2024-05-09 09:26:32,0,98.209.55.137,100,354,1,2024-05-09 09:26:33,R_1Qo8iYaC6URCFGh,,,,,42.2316,-83.2659,anonymous,EN,1,2,2,40,50,30,30,40,0,0,38.184,0,60,60,65,65,45,,,,,,,,,,,1,1,2,0,1,,43,4,,FL_39,Q241|av_trust_3|av_trust_1|av_trust_4|av_trust_2|av_trust_5,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:22:05,2024-05-09 09:26:41,0,74.80.254.27,100,275,1,2024-05-09 09:26:41,R_2XnBKvC6eVeBFwu,,,,,37.751,-97.822,anonymous,EN,1,2,2,82,60,95,58,77,0,0,15.668,0,76,81,81,64,94,,,,,,,,,,,2,2,2,80,1,,37,5,,FL_39,Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_1|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:24:30,2024-05-09 09:26:43,0,65.181.169.215,100,133,1,2024-05-09 09:26:43,R_5NaZjtXY3Fo4EM0,,,,,47.6859,-122.2994,anonymous,EN,1,2,2,58,38,40,39,40,,,,,,,,,,0,0,7.743,0,53,70,75,42,71,70,1,2,1,37,2,,36,4,,FL_40,Q241|av_trust_5|av_trust_3|av_trust_4|av_trust_2|av_trust_1,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|vA_cntrfctl|avoid|vB_cntrfctl
2024-05-09 09:24:25,2024-05-09 09:26:45,0,107.136.159.208,100,139,1,2024-05-09 09:26:45,R_2AJVs7HkoBu37Kp,,,,,33.395,-86.8348,anonymous,EN,1,2,2,25,0,0,0,100,,,,,,,,,,0,0,22.402,0,100,0,0,100,10,0,2,1,2,25,2,,22,3,,FL_40,Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_1|av_trust_5,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:19:05,2024-05-09 09:26:50,0,96.241.97.171,100,464,1,2024-05-09 09:26:50,R_8W23MYUL7MK21Lb,,,,,38.6001,-77.1621,anonymous,EN,1,2,2,50,50,40,51,60,,,,,,,,,,0,0,82.001,0,40,0,40,60,60,80,2,1,2,40,2,,46,4,,FL_40,Q241|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:25:16,2024-05-09 09:27:16,0,63.113.28.71,100,119,1,2024-05-09 09:27:16,R_1Qups9DulOSGiza,,,,,39.7536,-86.1935,anonymous,EN,1,2,2,90,95,97,91,100,,,,,,,,,,0,0,4.046,0,91,100,96,89,90,94,1,2,1,93,1,,36,5,,FL_40,Q241|av_trust_4|av_trust_2|av_trust_5|av_trust_1|av_trust_3,,,Q90|vA_sue|vB_mnfctr_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:19:42,2024-05-09 09:27:24,0,96.43.119.68,100,461,1,2024-05-09 09:27:24,R_5qIkiE8qyllH7Vz,,,,,48.2261,-101.2974,anonymous,EN,1,2,2,72,91,80,73,75,1.996,61.429,63.036,23,100,0,100,25,30,,,,,,,,,,,1,1,2,40,1,,36,3,,FL_39,Q241|av_trust_5|av_trust_3|av_trust_2|av_trust_4|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:24:17,2024-05-09 09:27:31,0,98.213.27.223,100,194,1,2024-05-09 09:27:31,R_7wtc43mMdF5Wsny,,,,,41.359,-89.4259,anonymous,EN,1,2,2,20,30,20,20,80,0,0,34.385,0,100,0,100,0,10,,,,,,,,,,,1,1,2,20,1,,40,5,,FL_39,Q241|av_trust_5|av_trust_2|av_trust_4|av_trust_1|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,
2024-05-09 09:23:52,2024-05-09 09:28:02,0,71.182.223.80,100,250,1,2024-05-09 09:28:03,R_2chC37ZBK1pWJ9o,,,,,40.3323,-80.0806,anonymous,EN,1,2,2,68,83,79,64,40,,,,,,,,,,0,0,11.124,0,83,93,82,86,93,92,1,1,1,100,2,,33,5,,FL_40,Q241|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2024-05-09 09:24:57,2024-05-09 09:28:27,0,149.106.43.238,100,210,1,2024-05-09 09:28:27,R_7niQuhIVDAHLZFr,,,,,36.3484,-85.6349,anonymous,EN,1,2,2,0,0,0,0,100,29.068,39.752,40.785,10,100,24,100,55,83,,,,,,,,,,,1,1,2,70,2,,29,1,,FL_39,Q241|av_trust_3|av_trust_5|av_trust_4|av_trust_2|av_trust_1,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:26:55,2024-05-09 09:28:45,0,173.3.208.172,100,110,1,2024-05-09 09:28:46,R_1gTRCqecmfkn7Bu,,,,,40.9451,-74.2531,anonymous,EN,1,2,2,0,0,0,0,100,,,,,,,,,,0,0,15.669,0,100,0,0,100,50,50,2,1,2,25,1,,32,1,,FL_40,Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_1|av_trust_2,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:21:16,2024-05-09 09:29:18,0,209.20.255.206,100,482,1,2024-05-09 09:29:19,R_5DvdKm5n8V1sdaV,,,,,37.751,-97.822,anonymous,EN,1,2,2,50,60,30,60,30,,,,,,,,,,0,0,96.141,0,95,5,5,30,90,90,1,1,2,20,1,,47,3,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_5|av_trust_4|av_trust_3,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:27:03,2024-05-09 09:29:23,0,212.116.254.61,100,140,1,2024-05-09 09:29:24,R_2jJ1xrMXD6eIq55,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,90,78,90,92,73,0,0,8.727,0,98,78,86,83,77,,,,,,,,,,,1,2,1,90,1,,35,4,,FL_39,Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:20:03,2024-05-09 09:29:45,0,178.253.237.6,100,582,1,2024-05-09 09:29:46,R_5b3lfMsf7DZ08xr,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,78,69,75,70,71,,,,,,,,,,0.524,4.757,6.628,5,80,82,82,79,83,75,1,1,1,75,2,,30,4,,FL_40,Q241|av_trust_1|av_trust_3|av_trust_5|av_trust_2|av_trust_4,,,Q90|vB_driver_sue|vA_sue|vB_mnfctr_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:24:45,2024-05-09 09:30:21,0,73.0.67.22,100,335,1,2024-05-09 09:30:22,R_2d7hio6ls6VnoGZ,,,,,26.4554,-80.0755,anonymous,EN,1,2,2,20,22,19,19,88,42.513,42.513,44.086,1,80,21,100,10,23,,,,,,,,,,,1,1,2,14,2,,40,4,,FL_39,Q241|av_trust_3|av_trust_5|av_trust_1|av_trust_2|av_trust_4,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vB_cntrfctl_AV|vA_cntrfctl_AV,,
2024-05-09 09:22:23,2024-05-09 09:30:57,0,50.217.106.182,100,514,1,2024-05-09 09:30:58,R_7MasCtdeGlulPf4,,,,,28.8064,-81.8869,anonymous,EN,1,2,2,60,40,70,70,20,0,0,72.512,0,75,20,75,30,35,,,,,,,,,,,1,1,2,30,2,,60,3,,FL_39,Q241|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:27:40,2024-05-09 09:31:03,0,216.119.179.241,100,203,1,2024-05-09 09:31:04,R_74ffo7QcIurqUz7,,,,,32.7561,-89.1157,anonymous,EN,1,2,2,100,100,100,100,0,,,,,,,,,,36.962,36.962,39.094,1,100,0,0,100,71,3,2,1,2,41,1,,50,4,,FL_40,Q241|av_trust_4|av_trust_3|av_trust_2|av_trust_5|av_trust_1,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vA_cntrfctl|vB_cntrfctl
2024-05-09 09:29:24,2024-05-09 09:31:10,0,185.114.207.46,100,106,1,2024-05-09 09:31:11,R_7saKDs0EvYm5bGJ,,,,,33.6988,-78.916,anonymous,EN,1,2,2,62,83,68,73,89,,,,,,,,,,0,0,8.027,0,92,91,94,91,95,92,2,1,2,92,2,,33,5,,FL_40,Q241|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4,,,Q90|vB_mnfctr_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:27:38,2024-05-09 09:31:16,0,67.242.1.177,100,217,1,2024-05-09 09:31:17,R_2VKKcDczJ6tbeNJ,,,,,42.9908,-75.962,anonymous,EN,1,2,2,0,0,0,0,100,4.54,25.31,31.5,6,100,100,100,100,100,,,,,,,,,,,1,1,2,0,1,,38,5,,FL_39,Q241|av_trust_1|av_trust_5|av_trust_4|av_trust_2|av_trust_3,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|avoid_AV|vA_cntrfctl_AV|vB_cntrfctl_AV,,
2024-05-09 09:28:59,2024-05-09 09:31:17,0,100.14.183.241,100,137,1,2024-05-09 09:31:18,R_8C8vJlCTpSK3wfQ,,,,,40.1215,-75.3269,anonymous,EN,1,2,2,82,78,73,79,75,0,0,8.341,0,65,82,73,72,73,,,,,,,,,,,1,1,1,65,1,,59,5,,FL_39,Q241|av_trust_1|av_trust_3|av_trust_2|av_trust_5|av_trust_4,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|avoid_AV|vB_cntrfctl_AV,,
2024-05-09 09:28:49,2024-05-09 09:31:30,0,73.72.81.85,100,160,1,2024-05-09 09:31:30,R_7PtNkaconZvCQ7v,,,,,41.9211,-87.7032,anonymous,EN,1,2,2,65,0,34,26,72,,,,,,,,,,0,0,30.939,0,83,16,0,86,21,25,2,1,2,26,1,,27,4,,FL_40,Q241|av_trust_2|av_trust_1|av_trust_3|av_trust_5|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2024-05-09 09:28:22,2024-05-09 09:31:49,0,97.85.142.109,100,207,1,2024-05-09 09:31:50,R_35oWpxojDkOOh3P,,,,,38.8025,-90.3448,anonymous,EN,1,2,2,0,15,0,7,100,0,0,16.052,0,100,83,91,100,100,,,,,,,,,,,1,1,2,90,1,,38,1,,FL_39,Q241|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1,Q116|vA_sue_AV|vB_mnfctr_sue_AV,Q122|vB_cntrfctl_AV|avoid_AV|vA_cntrfctl_AV,,
2024-05-09 09:31:32,2024-05-09 09:32:18,0,109.166.49.67,100,46,1,2024-05-09 09:32:19,R_15KMEAxrZ4zDNFA,,,,,40.7662,-74.0178,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:27:03,2024-05-09 09:32:48,0,24.116.126.26,100,345,1,2024-05-09 09:32:49,R_76cqWtRO89ch6dH,,,,,43.578,-116.2954,anonymous,EN,1,2,2,40,70,60,55,50,,,,,,,,,,12.672,53.8,60.672,57,90,20,35,85,30,25,2,1,2,40,2,,46,6,,FL_40,Q241|av_trust_2|av_trust_5|av_trust_3|av_trust_1|av_trust_4,,,Q90|vB_driver_sue|vB_mnfctr_sue|vA_sue,Q71|avoid|vB_cntrfctl|vA_cntrfctl
2024-05-09 09:26:18,2024-05-09 09:32:50,0,67.254.199.209,100,392,1,2024-05-09 09:32:51,R_1PuAdCtYbVEM06Q,,,,,40.6002,-74.1469,anonymous,EN,1,2,2,82,70,32,60,76,0,0,3.099,0,69,68,66,67,68,,,,,,,,,,,1,1,1,75,1,,33,4,,FL_39,Q241|av_trust_5|av_trust_1|av_trust_3|av_trust_2|av_trust_4,Q116|vB_mnfctr_sue_AV|vA_sue_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,
2024-05-09 09:27:36,2024-05-09 09:33:05,0,161.129.44.237,100,329,1,2024-05-09 09:33:06,R_1sApQTVo7RCzkWg,,,,,39.018,-77.539,anonymous,EN,1,2,2,75,85,67,62,85,,,,,,,,,,1.7,1.7,18.443,1,64,71,81,67,80,41,1,1,2,69,2,,300,4,,FL_40,Q241|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4,,,Q90|vB_mnfctr_sue|vB_driver_sue|vA_sue,Q71|vB_cntrfctl|avoid|vA_cntrfctl
